age,job,marital,education,default,housing,loan,contact,campaign,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
35,blue-collar,married,basic.4y,no,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.856,5191,0
35,admin.,single,university.degree,no,no,no,cellular,2,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
33,admin.,single,university.degree,no,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.855,5191,0
62,entrepreneur,married,basic.9y,no,yes,no,cellular,2,success,-1.8,93.749,-34.6,0.642,5008.7,0
23,student,single,high.school,no,yes,no,cellular,2,success,-2.9,92.469,-33.6,1.044,5076.2,1
55,retired,divorced,professional.course,no,no,no,telephone,1,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
33,blue-collar,single,basic.9y,unknown,no,no,cellular,1,failure,-1.8,92.893,-46.2,1.266,5099.1,1
41,admin.,married,university.degree,no,yes,no,telephone,3,failure,-1.8,93.876,-40,0.684,5008.7,0
44,blue-collar,married,basic.6y,no,yes,no,cellular,9,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
38,technician,divorced,high.school,no,no,no,cellular,3,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
38,admin.,married,high.school,no,yes,no,telephone,5,nonexistent,1.1,93.994,-36.4,4.855,5191,0
42,blue-collar,married,basic.6y,no,no,no,telephone,1,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
44,admin.,divorced,university.degree,no,yes,yes,cellular,1,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0
33,management,married,university.degree,no,yes,no,cellular,2,nonexistent,-1.1,94.767,-50.8,1.04,4963.6,1
31,blue-collar,divorced,basic.6y,no,yes,no,cellular,3,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
50,blue-collar,married,unknown,unknown,no,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.958,5228.1,1
71,retired,single,unknown,no,yes,no,cellular,3,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
49,admin.,divorced,university.degree,no,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.856,5191,0
33,services,married,high.school,no,no,no,telephone,4,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0
92,retired,married,unknown,no,no,yes,cellular,1,success,-1.7,94.027,-38.3,0.903,4991.6,1
46,blue-collar,married,basic.4y,no,no,no,telephone,3,nonexistent,1.1,93.994,-36.4,4.855,5191,0
32,admin.,single,university.degree,unknown,no,no,telephone,25,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
29,admin.,single,university.degree,no,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
42,technician,married,professional.course,no,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1
32,technician,single,high.school,no,no,no,telephone,1,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
33,blue-collar,married,basic.6y,no,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,0
43,admin.,married,high.school,no,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.856,5191,0
41,technician,single,university.degree,unknown,no,no,telephone,2,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
33,admin.,married,university.degree,no,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
33,admin.,single,university.degree,unknown,yes,no,cellular,3,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
38,blue-collar,married,high.school,no,no,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
38,blue-collar,married,high.school,no,no,no,telephone,7,nonexistent,1.1,93.994,-36.4,4.855,5191,0
47,services,married,basic.6y,no,yes,yes,telephone,2,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
51,admin.,divorced,university.degree,no,yes,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
32,management,divorced,university.degree,no,yes,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
35,blue-collar,married,basic.4y,unknown,no,yes,cellular,4,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
37,unemployed,married,university.degree,unknown,unknown,unknown,telephone,2,nonexistent,1.1,93.994,-36.4,4.857,5191,0
34,admin.,married,high.school,no,no,no,telephone,11,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
53,unemployed,married,basic.4y,unknown,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.859,5191,0
31,technician,married,basic.9y,no,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
33,blue-collar,divorced,basic.9y,no,no,no,telephone,3,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
30,admin.,single,high.school,no,no,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
45,blue-collar,single,high.school,unknown,yes,no,cellular,7,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
29,admin.,married,university.degree,no,yes,yes,cellular,1,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
31,admin.,married,high.school,no,yes,yes,telephone,1,nonexistent,1.1,93.994,-36.4,4.858,5191,0
36,self-employed,divorced,university.degree,no,yes,yes,telephone,2,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
39,technician,married,university.degree,unknown,unknown,unknown,cellular,2,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
46,technician,married,basic.9y,no,no,no,telephone,6,nonexistent,1.1,93.994,-36.4,4.857,5191,0
52,management,married,university.degree,no,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.859,5191,0
22,admin.,single,university.degree,no,unknown,unknown,cellular,2,nonexistent,-2.9,92.963,-40.8,1.286,5076.2,0
34,technician,married,unknown,no,yes,no,cellular,1,success,-1.1,94.767,-50.8,1.046,4963.6,1
35,blue-collar,single,basic.9y,no,yes,no,cellular,3,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
56,technician,married,basic.4y,unknown,unknown,unknown,telephone,1,nonexistent,1.1,93.994,-36.4,4.856,5191,0
47,blue-collar,married,basic.9y,no,no,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
56,services,divorced,high.school,no,no,no,cellular,6,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
31,technician,married,professional.course,no,yes,no,cellular,2,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,0
38,technician,divorced,professional.course,no,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.86,5191,1
50,blue-collar,married,basic.9y,no,yes,yes,cellular,7,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
26,admin.,single,university.degree,no,yes,no,cellular,2,nonexistent,-2.9,92.469,-33.6,0.979,5076.2,0
30,admin.,married,high.school,unknown,no,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
38,blue-collar,married,basic.6y,unknown,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.857,5191,0
45,technician,divorced,professional.course,no,yes,no,cellular,2,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
45,management,married,university.degree,no,yes,no,telephone,3,nonexistent,1.1,93.994,-36.4,4.855,5191,0
36,admin.,married,basic.6y,no,yes,no,cellular,1,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
56,blue-collar,married,basic.9y,unknown,no,no,telephone,5,nonexistent,1.1,93.994,-36.4,4.86,5191,0
29,technician,single,university.degree,no,yes,no,cellular,2,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
25,blue-collar,single,basic.9y,no,no,no,cellular,3,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
33,technician,married,university.degree,no,yes,no,cellular,3,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1
34,admin.,married,university.degree,no,no,no,cellular,2,nonexistent,-1.1,94.767,-50.8,1.05,4963.6,0
30,blue-collar,married,professional.course,no,no,no,telephone,3,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
44,blue-collar,married,basic.6y,no,no,no,cellular,1,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
45,admin.,married,university.degree,no,no,no,cellular,1,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,1
27,admin.,single,university.degree,unknown,no,yes,cellular,1,nonexistent,-1.7,94.215,-40.3,0.827,4991.6,1
43,admin.,divorced,high.school,no,yes,yes,cellular,2,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
55,technician,married,basic.9y,no,no,no,telephone,3,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
32,admin.,married,high.school,no,no,no,cellular,2,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,0
30,services,married,professional.course,no,yes,no,cellular,3,failure,-0.1,93.2,-42,4.12,5195.8,0
52,services,married,high.school,unknown,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.856,5191,0
29,technician,single,university.degree,no,no,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0
56,unemployed,divorced,basic.4y,no,yes,no,cellular,6,nonexistent,-1.7,94.215,-40.3,0.87,4991.6,1
40,technician,married,professional.course,unknown,yes,no,cellular,3,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
40,technician,married,professional.course,no,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.859,5191,0
34,blue-collar,married,basic.9y,no,no,no,cellular,3,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
52,admin.,single,high.school,no,no,no,telephone,1,failure,-1.7,94.215,-40.3,0.793,4991.6,0
53,management,married,unknown,no,no,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
28,self-employed,married,university.degree,no,yes,yes,cellular,3,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
35,services,married,high.school,no,yes,no,cellular,4,failure,-1.8,92.893,-46.2,1.313,5099.1,0
52,entrepreneur,married,university.degree,unknown,no,yes,telephone,3,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
40,technician,married,basic.9y,no,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.86,5191,0
45,management,married,university.degree,no,no,no,cellular,2,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
24,technician,single,professional.course,no,no,no,cellular,2,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
55,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,1,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
30,technician,single,university.degree,unknown,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
30,unemployed,married,professional.course,no,yes,no,cellular,1,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0
38,blue-collar,married,basic.6y,no,no,no,telephone,3,nonexistent,1.1,93.994,-36.4,4.857,5191,0
53,services,married,basic.9y,unknown,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
39,blue-collar,married,basic.9y,unknown,no,yes,cellular,6,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0
30,technician,single,professional.course,no,yes,no,cellular,2,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
36,blue-collar,married,basic.9y,no,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.857,5191,0
47,management,divorced,university.degree,no,no,no,telephone,1,nonexistent,-0.1,93.2,-42,4.343,5195.8,0
35,admin.,single,university.degree,no,yes,no,cellular,5,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
23,student,single,high.school,no,yes,no,cellular,1,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
32,technician,married,unknown,no,yes,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
29,admin.,married,high.school,no,no,no,cellular,2,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
37,technician,married,university.degree,no,no,no,telephone,4,nonexistent,1.1,93.994,-36.4,4.86,5191,0
36,unemployed,married,basic.6y,no,yes,no,cellular,1,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
21,student,single,university.degree,no,yes,no,cellular,3,success,-3.4,92.649,-30.1,0.714,5017.5,0
32,technician,married,high.school,unknown,yes,no,cellular,4,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
48,blue-collar,married,basic.9y,unknown,no,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
54,admin.,married,university.degree,no,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.856,5191,0
25,services,married,high.school,unknown,yes,yes,telephone,2,nonexistent,1.1,93.994,-36.4,4.858,5191,0
49,technician,married,professional.course,no,no,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
58,retired,divorced,university.degree,no,yes,no,cellular,2,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,1
26,admin.,married,high.school,no,no,yes,cellular,1,failure,-3.4,92.649,-30.1,0.719,5017.5,0
55,management,divorced,university.degree,unknown,no,no,cellular,2,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
35,unemployed,married,university.degree,no,yes,no,telephone,4,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
52,technician,married,basic.6y,unknown,no,no,cellular,1,success,-1.8,92.893,-46.2,1.266,5099.1,0
34,admin.,married,professional.course,no,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.856,5191,0
33,blue-collar,married,basic.6y,no,no,no,cellular,4,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
48,entrepreneur,married,university.degree,no,yes,no,telephone,1,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
34,blue-collar,married,basic.9y,unknown,no,yes,cellular,5,failure,-1.8,93.075,-47.1,1.405,5099.1,0
45,technician,divorced,professional.course,no,no,no,cellular,3,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
33,blue-collar,married,professional.course,no,yes,no,cellular,1,failure,-1.8,92.893,-46.2,1.25,5099.1,1
38,admin.,single,university.degree,no,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.864,5191,0
59,technician,married,professional.course,no,no,no,cellular,4,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
46,housemaid,married,basic.4y,no,no,no,telephone,4,nonexistent,1.1,93.994,-36.4,4.856,5191,0
43,admin.,married,university.degree,unknown,yes,no,cellular,6,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
41,blue-collar,married,basic.6y,no,yes,no,cellular,2,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
45,blue-collar,married,basic.4y,unknown,no,yes,telephone,1,nonexistent,1.1,93.994,-36.4,4.855,5191,0
39,blue-collar,married,basic.4y,no,no,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
35,admin.,single,high.school,no,no,no,cellular,4,failure,-1.8,92.893,-46.2,1.291,5099.1,0
33,technician,single,professional.course,no,no,yes,cellular,1,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
35,management,single,university.degree,no,no,yes,cellular,2,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,0
50,blue-collar,married,basic.9y,no,no,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
59,technician,married,university.degree,unknown,no,yes,cellular,7,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
45,management,married,unknown,no,yes,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
57,retired,married,professional.course,unknown,no,yes,cellular,4,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
33,blue-collar,married,basic.6y,unknown,yes,yes,telephone,2,nonexistent,1.1,93.994,-36.4,4.855,5191,0
25,technician,single,university.degree,no,no,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
45,blue-collar,married,basic.4y,unknown,no,no,telephone,3,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
30,technician,married,professional.course,no,no,no,cellular,19,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
40,services,divorced,unknown,no,yes,yes,telephone,29,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
74,retired,married,unknown,no,no,yes,cellular,2,nonexistent,-1.8,93.369,-34.8,0.653,5008.7,1
47,management,married,university.degree,no,yes,yes,telephone,3,nonexistent,1.1,93.994,-36.4,4.857,5191,0
48,admin.,married,high.school,no,yes,yes,telephone,1,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
38,admin.,married,university.degree,no,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
49,admin.,unknown,university.degree,no,no,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1
36,blue-collar,single,high.school,no,no,yes,telephone,2,nonexistent,1.1,93.994,-36.4,4.857,5191,0
39,services,married,professional.course,no,yes,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
40,blue-collar,married,basic.4y,unknown,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.859,5191,0
32,admin.,married,university.degree,no,yes,no,cellular,2,nonexistent,-2.9,92.201,-31.4,0.854,5076.2,0
40,technician,single,university.degree,no,yes,no,cellular,1,success,-3.4,92.649,-30.1,0.714,5017.5,0
30,technician,single,professional.course,no,yes,no,cellular,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
39,technician,single,university.degree,no,no,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
35,admin.,divorced,university.degree,no,yes,no,cellular,1,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
40,blue-collar,married,basic.9y,no,no,no,telephone,4,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
41,housemaid,married,basic.4y,no,yes,no,cellular,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
32,admin.,single,professional.course,no,no,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
53,management,married,unknown,no,yes,yes,cellular,9,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
60,blue-collar,married,unknown,no,no,no,cellular,3,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
28,blue-collar,single,high.school,no,yes,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
41,management,married,basic.9y,no,no,no,cellular,2,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
32,admin.,single,university.degree,unknown,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
39,blue-collar,married,basic.9y,no,no,no,cellular,1,failure,-1.8,93.075,-47.1,1.483,5099.1,0
28,services,single,high.school,no,yes,no,cellular,1,nonexistent,-1.7,94.215,-40.3,0.876,4991.6,0
25,technician,single,professional.course,no,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
42,admin.,single,high.school,no,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
60,retired,married,university.degree,unknown,yes,yes,cellular,3,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
54,technician,divorced,university.degree,no,yes,no,cellular,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0
45,services,married,basic.4y,no,unknown,unknown,cellular,3,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
41,services,divorced,basic.9y,no,no,no,telephone,1,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
45,unknown,married,unknown,unknown,no,no,telephone,6,nonexistent,1.1,93.994,-36.4,4.857,5191,0
31,admin.,divorced,university.degree,no,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.856,5191,0
52,admin.,married,university.degree,no,yes,no,cellular,2,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
52,blue-collar,married,basic.4y,unknown,yes,yes,telephone,3,nonexistent,1.1,93.994,-36.4,4.859,5191,0
36,blue-collar,married,basic.9y,no,no,no,cellular,1,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
38,admin.,single,university.degree,no,no,no,cellular,2,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
43,services,married,high.school,no,no,yes,cellular,2,success,-2.9,92.201,-31.4,0.838,5076.2,0
54,admin.,married,unknown,unknown,no,no,telephone,16,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
35,blue-collar,married,basic.4y,unknown,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.857,5191,0
45,blue-collar,married,basic.9y,no,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.855,5191,0
34,technician,married,university.degree,no,no,no,cellular,1,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,0
44,services,single,high.school,no,no,no,cellular,2,failure,-1.8,93.075,-47.1,1.405,5099.1,0
42,admin.,married,high.school,no,yes,no,cellular,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
40,admin.,single,university.degree,no,yes,no,cellular,3,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
49,technician,married,professional.course,no,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
37,admin.,single,high.school,unknown,yes,no,cellular,1,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
57,management,married,university.degree,unknown,no,yes,telephone,3,nonexistent,1.1,93.994,-36.4,4.864,5191,0
47,admin.,single,university.degree,no,no,no,cellular,1,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0
51,self-employed,divorced,university.degree,no,yes,no,cellular,1,nonexistent,-0.1,93.2,-42,4.12,5195.8,1
30,admin.,single,university.degree,no,yes,no,telephone,1,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
39,housemaid,married,basic.4y,no,no,no,cellular,2,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
43,unemployed,married,high.school,no,yes,no,telephone,3,nonexistent,1.1,93.994,-36.4,4.857,5191,0
28,self-employed,single,university.degree,no,yes,no,cellular,1,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
33,services,single,high.school,no,yes,no,cellular,3,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,0
35,blue-collar,married,unknown,no,no,no,telephone,1,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
48,services,divorced,high.school,no,yes,no,cellular,2,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
49,admin.,married,high.school,no,yes,no,cellular,2,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
27,unemployed,single,university.degree,no,yes,no,cellular,1,nonexistent,-1.8,92.843,-50,1.56,5099.1,0
38,technician,married,professional.course,no,no,no,cellular,1,failure,-2.9,92.201,-31.4,0.884,5076.2,1
35,blue-collar,single,basic.9y,unknown,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.858,5191,0
33,blue-collar,married,basic.6y,no,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.86,5191,0
34,blue-collar,married,basic.4y,unknown,no,no,cellular,7,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
35,admin.,single,high.school,no,yes,yes,cellular,16,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
72,retired,married,professional.course,no,yes,no,telephone,2,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,0
57,admin.,married,university.degree,unknown,yes,no,cellular,24,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
34,blue-collar,married,basic.4y,no,no,no,cellular,7,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
24,admin.,single,high.school,no,no,no,cellular,2,failure,-2.9,92.963,-40.8,1.26,5076.2,1
35,technician,single,university.degree,unknown,yes,yes,cellular,1,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
31,admin.,married,high.school,no,yes,no,cellular,2,failure,-0.1,93.2,-42,4.153,5195.8,0
26,admin.,single,university.degree,no,yes,yes,cellular,1,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
53,self-employed,married,university.degree,unknown,no,no,telephone,2,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
33,technician,married,professional.course,no,no,yes,cellular,6,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
38,blue-collar,divorced,basic.6y,no,yes,no,cellular,2,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
49,admin.,married,university.degree,unknown,yes,no,telephone,1,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
50,admin.,married,high.school,no,no,no,telephone,1,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
50,management,married,university.degree,no,no,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
38,admin.,single,basic.6y,unknown,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,4.857,5191,0
59,admin.,divorced,university.degree,unknown,yes,yes,cellular,2,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
35,admin.,divorced,university.degree,no,no,yes,telephone,3,nonexistent,1.1,93.994,-36.4,4.856,5191,0
48,admin.,married,professional.course,no,no,no,cellular,4,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
26,blue-collar,married,basic.9y,no,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
38,entrepreneur,single,university.degree,no,yes,no,telephone,4,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
34,admin.,married,university.degree,no,yes,no,cellular,2,success,-1.8,92.893,-46.2,1.27,5099.1,0
36,housemaid,single,basic.4y,unknown,no,no,cellular,3,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
34,admin.,married,university.degree,no,yes,no,cellular,1,failure,-1.8,92.893,-46.2,1.264,5099.1,0
26,admin.,single,university.degree,no,no,yes,cellular,4,nonexistent,-2.9,92.469,-33.6,0.908,5076.2,0
30,blue-collar,single,basic.9y,no,yes,yes,telephone,4,nonexistent,1.1,93.994,-36.4,4.857,5191,0
50,services,single,basic.6y,unknown,no,no,cellular,1,success,-1.8,93.075,-47.1,1.41,5099.1,0
32,management,single,university.degree,no,unknown,unknown,telephone,1,nonexistent,1.1,93.994,-36.4,4.86,5191,0
37,blue-collar,married,basic.4y,no,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,4.855,5191,0
46,blue-collar,married,basic.9y,no,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
39,blue-collar,married,basic.9y,no,no,no,telephone,2,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
34,technician,single,university.degree,no,no,yes,cellular,1,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
28,technician,single,university.degree,no,no,no,telephone,2,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0
44,management,married,high.school,unknown,no,yes,telephone,5,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
36,blue-collar,married,basic.9y,no,no,no,cellular,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0
29,unemployed,married,basic.4y,unknown,yes,no,cellular,3,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
23,blue-collar,single,basic.9y,no,yes,no,telephone,2,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
41,technician,married,professional.course,no,yes,no,cellular,2,nonexistent,-3.4,92.379,-29.8,0.771,5017.5,0
49,blue-collar,married,basic.9y,no,yes,no,cellular,1,failure,-0.1,93.2,-42,4.021,5195.8,0
33,entrepreneur,married,high.school,no,yes,no,telephone,8,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
37,admin.,married,university.degree,no,yes,no,cellular,3,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
38,services,married,high.school,no,no,no,cellular,2,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
24,technician,single,university.degree,no,yes,yes,cellular,3,failure,-1.1,94.767,-50.8,1.049,4963.6,1
44,self-employed,married,professional.course,no,yes,no,telephone,5,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
36,technician,single,professional.course,no,no,no,cellular,3,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1
50,management,married,basic.6y,no,no,no,cellular,5,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
